id,title,release_date,moby_score,moby_url,platforms,genres,developers,publishers
6680,Lufia II: Rise of the Sinistrals,1995-02-24,7.96,https://www.mobygames.com/game/6680/lufia-ii-rise-of-the-sinistrals/,SNES,"Top-down, Puzzle elements, Role-playing (RPG), Anime / Manga, Turn-based, Japanese-style RPG (JRPG), Regional differences","Neverland Co., Ltd.","Taito Corporation, Natsume, Inc., Nintendo Co., Ltd."
4047,F-Zero X,1998-07-14,8.1,https://www.mobygames.com/game/4047/f-zero-x/,"Nintendo 64, Wii, Wii U, Nintendo Switch","Racing / Driving, Sci-fi / futuristic, Anime / Manga, Behind view, Hovercraft, Track racing",Nintendo EAD,"iQue, Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Co., Ltd."
5501,Luigi's Mansion,2001-09-14,7.86,https://www.mobygames.com/game/5501/luigis-mansion/,"GameCube, Nintendo 3DS","Action, Side view, Puzzle elements, Horror, Behind view, Direct control, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
11460,Xevious,1982,7.19,https://www.mobygames.com/game/11460/xevious/,"Game Boy Advance, NES, Atari ST, SEGA Master System, Commodore 64, Apple II, Atari 7800, ZX Spectrum, Amstrad CPC, BREW, J2ME, Xbox 360, Wii, PC-88, PC-98, Nintendo 3DS, Sharp X1, FM-7, Wii U, Arcade, PC-6001, Sharp MZ-80B/2000/2500, PC-8000, Sharp Zaurus, Antstream, PlayStation 4, Nintendo Switch, Windows","Action, Sci-fi / futuristic, Arcade, Top-down, Shooter, 2D scrolling","Namco Limited, Namcot","Atari, Inc., Nintendo of America Inc., Zemina Co., HAMSTER Corporation, Nintendo of Europe GmbH, Americana Software Limited, Namco Bandai Games America Inc., Mindscape, Inc., Sharp Corporation, BANDAI NAMCO Entertainment America Inc., Bandai America, Inc., BANDAI NAMCO Entertainment Inc., Namco Bandai Games Inc., Dempa Shimbunsha, Enix Corporation, Nintendo Co., Ltd., Erbe Software, S.A., Namco Limited, Namco Mobile, Namcot, Atari Corporation, MediaKite Distribution Inc., U.S. Gold Ltd."
11122,Mario Kart: Double Dash!!,2003-11-13,7.99,https://www.mobygames.com/game/11122/mario-kart-double-dash/,GameCube,"Racing / Driving, Arcade, Off-roading, Fantasy, Behind view, Direct control, Automobile, Track racing",Nintendo EAD,"Nintendo Co., Ltd."
6638,Super Punch-Out!!,1994-10-01,7.93,https://www.mobygames.com/game/6638/super-punch-out/,"SNES, Wii, Wii U, New Nintendo 3DS, Nintendo Switch","Sports, Boxing, Behind view, Direct control",Nintendo R&D3,"Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Co., Ltd."
11200,Fire Emblem,2003-04-25,8.2,https://www.mobygames.com/game/11200/fire-emblem/,"Game Boy Advance, Wii U","Strategy / tactics, Top-down, Role-playing (RPG), Fantasy, Turn-based","Intelligent Systems Co., Ltd.","Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH"
27727,Pokémon Diamond Version,2006-09-28,8.04,https://www.mobygames.com/game/27727/pokemon-diamond-version/,Nintendo DS,"Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Creatures, Inc., Game Freak, Inc.","Nintendo Co., Ltd., Nintendo of Europe GmbH, Nintendo of America Inc., Pokémon Company, The"
50752,Pokémon Black Version,2010-09-18,8.52,https://www.mobygames.com/game/50752/pokemon-black-version/,Nintendo DS,"Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Game Freak, Inc.","ak tronic Software & Services GmbH, Nintendo of America Inc., Pokémon Company, The, Nintendo of Europe GmbH"
5108,Mega Man 5,1992-12-04,7.55,https://www.mobygames.com/game/5108/mega-man-5/,"PlayStation, NES, DoJa, Wii, Nintendo 3DS, Wii U, Android, PSP, iPad, PlayStation 3, iPhone, PS Vita","Action, Sci-fi / futuristic, Side view, Platform, Shooter, Anime / Manga, 2D scrolling","Capcom Co., Ltd.","Nintendo Co., Ltd., Capcom Co., Ltd."
345,Star Wars: Rogue Squadron 3D,1998-12-02,7.89,https://www.mobygames.com/game/345/star-wars-rogue-squadron-3d/,"Windows, Nintendo 64","Action, 1st-person, Sci-fi / futuristic, Shooter, Licensed, Behind view, Space flight","LucasArts Entertainment Company LLC, Factor 5 GmbH","Lucasfilm Ltd., LucasArts Entertainment Company LLC, Nintendo Co., Ltd., Nintendo of America Inc., Electronic Arts, Inc., Disney Interactive, Nintendo of Europe GmbH, Ubi Soft Entertainment Software, Gradiente Entertainment Ltda."
30522,The Legend of Zelda: Phantom Hourglass,2007-06-23,8.51,https://www.mobygames.com/game/30522/the-legend-of-zelda-phantom-hourglass/,"Nintendo DS, Wii U","Action, Metroidvania, Puzzle elements, Naval / watercraft, Fantasy, Diagonal-down, Fixed / flip-screen, Point and select",Nintendo EAD,"Nintendo Co., Ltd."
4305,Super Mario Advance,2001-03-21,7.95,https://www.mobygames.com/game/4305/super-mario-advance/,"Game Boy Advance, Wii U, Nintendo Switch","Action, Arcade, Side view",Nintendo R&D2,"Nintendo Co., Ltd."
7178,Super Mario Sunshine,2002-07-19,8.18,https://www.mobygames.com/game/7178/super-mario-sunshine/,GameCube,"Action, Platform, 3rd-person (Other), Free camera, Direct control",Nintendo EAD,"Nintendo Co., Ltd."
6585,Harvest Moon,1996-08-09,7.71,https://www.mobygames.com/game/6585/harvest-moon/,"SNES, Wii, Wii U, Nintendo Switch","Simulation, Managerial / business simulation, Anime / Manga, Diagonal-down",Amccus,"Marvelous Inc., Nintendo Australia Pty., Ltd., Pack-In-Video Co., Ltd, Nintendo of Europe GmbH, Natsume, Inc., Marvelous Entertainment Inc."
5592,Donkey Kong Land 2,1996-09,8.04,https://www.mobygames.com/game/5592/donkey-kong-land-2/,"Game Boy, Nintendo 3DS","Action, Side view, Platform, 2D scrolling, Direct control",Rare Limited,"Nintendo Co., Ltd."
11147,Crystalis,1990-04-13,7.91,https://www.mobygames.com/game/11147/crystalis/,"Game Boy Color, NES, Nintendo Switch","Action, Sci-fi / futuristic, Top-down, Role-playing (RPG), Fantasy",SNK Corporation,"Nintendo Co., Ltd., Nintendo of America Inc., SNK Corporation of America, SNK Corporation"
8459,Pokémon Ruby Version,2002-11-21,7.92,https://www.mobygames.com/game/8459/pokemon-ruby-version/,Game Boy Advance,"Role-playing (RPG), Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Game Freak, Inc., Creatures, Inc.","Nintendo of America Inc., Pokémon Company, The, Nintendo of Europe GmbH"
5335,Kirby's Dream Land,1992-04-27,7.61,https://www.mobygames.com/game/5335/kirbys-dream-land/,"Game Boy, Nintendo 3DS, Nintendo Switch","Action, Side view, Platform, Fantasy, 2D scrolling","HAL Laboratory, Inc.","Nintendo Co., Ltd."
21968,The Legend of Zelda: Ocarina of Time / Master Quest,2002-11-28,7.81,https://www.mobygames.com/game/21968/the-legend-of-zelda-ocarina-of-time-master-quest/,GameCube,"Action, 1st-person, Puzzle elements, Compilation, Fantasy, Behind view","Nintendo Co., Ltd.","Nintendo Co., Ltd."
17966,Fire Emblem: The Sacred Stones,2004-10-07,8.11,https://www.mobygames.com/game/17966/fire-emblem-the-sacred-stones/,"Game Boy Advance, Nintendo 3DS, Wii U","Strategy / tactics, Top-down, Role-playing (RPG), Fantasy, Turn-based","Intelligent Systems Co., Ltd.","Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH"
6632,Pilotwings,1990-12-21,7.78,https://www.mobygames.com/game/6632/pilotwings/,"SNES, Wii, Wii U, New Nintendo 3DS, Nintendo Switch","Action, Simulation, Flight / aviation, Behind view, Vehicle simulator","Nintendo Co., Ltd.","Nintendo Co., Ltd."
6629,Star Fox,1993-02-21,7.92,https://www.mobygames.com/game/6629/star-fox/,"SNES, Nintendo Switch","Action, Sci-fi / futuristic, Arcade, Behind view, Rail shooter, Space flight","Argonaut Software Ltd., Nintendo EAD","Nintendo Co., Ltd."
42715,Professor Layton and the Diabolical Box,2007-11-29,8.23,https://www.mobygames.com/game/42715/professor-layton-and-the-diabolical-box/,Nintendo DS,"1st-person, Real-time, Detective / mystery, Puzzle, 3rd-person (Other), 2D scrolling, Mini-games, Point and select, Europe",Level-5 Inc.,"Nintendo of America Inc., Nintendo of Europe GmbH, Nintendo Co., Ltd., Level-5 Inc."
12026,Mario & Luigi: Superstar Saga,2003-11-17,8.43,https://www.mobygames.com/game/12026/mario-luigi-superstar-saga/,"Game Boy Advance, Wii U","Action, Isometric, Puzzle elements, Role-playing (RPG), Turn-based, Japanese-style RPG (JRPG)","AlphaDream Corporation, Ltd.","Nintendo Co., Ltd."
19271,Advance Wars: Dual Strike,2005-06-23,8.69,https://www.mobygames.com/game/19271/advance-wars-dual-strike/,"Nintendo DS, Wii U","Strategy / tactics, Side view, Anime / Manga, Turn-based, Diagonal-down","Intelligent Systems Co., Ltd.","Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH"
4275,Super Mario Land,1989-04-21,7.7,https://www.mobygames.com/game/4275/super-mario-land/,"Game Boy, Nintendo 3DS","Action, Side view, Platform, Shooter, 2D scrolling",Nintendo R&D1,"Nintendo Co., Ltd."
31024,Super Mario 64 DS,2004-11-21,8.17,https://www.mobygames.com/game/31024/super-mario-64-ds/,"Nintendo DS, Wii U","Action, Platform, Fantasy, 3rd-person (Other), Mini-games, Point and select, Direct control",Nintendo EAD,"Nintendo Co., Ltd."
7256,Animal Crossing,2002-09-16,8.01,https://www.mobygames.com/game/7256/animal-crossing/,GameCube,"Simulation, Meditative / Zen, Persistent, Diagonal-down, Life / social simulation, Direct control, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
4941,Mario Kart: Super Circuit,2001-07-21,8.37,https://www.mobygames.com/game/4941/mario-kart-super-circuit/,"Game Boy Advance, Nintendo 3DS, Wii U","Racing / Driving, Arcade, Fantasy, Behind view, Direct control, Automobile, Track racing","Intelligent Systems Co., Ltd.","Nintendo Co., Ltd."
10019,Mario Golf: Toadstool Tour,2003-07-28,7.79,https://www.mobygames.com/game/10019/mario-golf-toadstool-tour/,GameCube,"Sports, Golf, Behind view, Direct control",Camelot Software Planning,"Nintendo Co., Ltd."
5413,Golden Sun,2001-08-01,8.12,https://www.mobygames.com/game/5413/golden-sun/,"Game Boy Advance, Wii U","Top-down, Isometric, Puzzle elements, Role-playing (RPG), Fantasy, 3rd-person (Other)",Camelot Software Planning,"Nintendo of America Inc., Nintendo Co., Ltd., Nintendo of Europe GmbH"
4515,Gargoyle's Quest,1990-05-02,7.72,https://www.mobygames.com/game/4515/gargoyles-quest/,"Game Boy, Nintendo 3DS, Nintendo Switch","Action, Top-down, Side view, Platform, Shooter, Metroidvania, Fantasy, 2D scrolling, Direct control","Capcom Co., Ltd.","Capcom Co., Ltd., Nintendo Co., Ltd."
27544,Super Paper Mario,2007-04-09,8.24,https://www.mobygames.com/game/27544/super-paper-mario/,"Wii, Wii U","Action, Sci-fi / futuristic, Side view, Platform, Puzzle elements, Fantasy, Comedy, Romance, Behind view, RPG elements, Direct control","Intelligent Systems Co., Ltd.","Nintendo Co., Ltd."
15034,Pokémon FireRed Version,2004-01-29,7.76,https://www.mobygames.com/game/15034/pokemon-firered-version/,Game Boy Advance,"Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Game Freak, Inc., Creatures, Inc.","Nintendo of America Inc., Pokémon Company, The, Nintendo of Europe GmbH"
27861,Super Mario Bros. 2,1986-06-03,7.64,https://www.mobygames.com/game/27861/super-mario-bros-2/,"Game Boy Advance, NES, Wii, Nintendo 3DS, Wii U, Nintendo Switch","Action, Side view, Platform, 2D scrolling, Direct control","Nintendo Co., Ltd., Nintendo EAD","Nintendo Co., Ltd."
848,SimCity,1989-02,7.85,https://www.mobygames.com/game/848/simcity/,"DOS, SNES, Amiga, Atari ST, Commodore 64, ZX Spectrum, Amstrad CPC, Palm OS, Symbian, Macintosh, Wii, CDTV, BBC Micro, Electron, PC-98, FM Towns, Sharp X68000, Acorn 32-bit, OS/2","Simulation, Top-down, Managerial / business simulation, Free camera, City building / construction simulation, Contemporary",Maxis Software Inc.,"Nintendo of America Inc., Playtronic Industrial Ltda., Fujitsu Limited, Atelier Software S.A., Superior Software Ltd., Brøderbund Software, Inc., Foretune Co., Ltd., Erbe Software, S.A., Enfour, Inc., Imagineer Co., Ltd., DUX Software Corporation, Infogrames Europe SA, Nintendo Co., Ltd., Nintendo of Europe GmbH, Krisalis Software Ltd., Maxis Software Inc."
44059,The Legend of Zelda: Spirit Tracks,2009-12-07,8.27,https://www.mobygames.com/game/44059/the-legend-of-zelda-spirit-tracks/,"Nintendo DS, Wii U","Action, Metroidvania, Puzzle elements, Fantasy, Train, Diagonal-down, Fixed / flip-screen, Point and select",Nintendo EAD,"Nintendo Co., Ltd."
3537,Mario Party,1998-12-18,7.64,https://www.mobygames.com/game/3537/mario-party/,Nintendo 64,"Action, Strategy / tactics, Top-down, Side view, Fishing, Board game, Boxing, Football (European) / Soccer, Fantasy, Licensed, Turn-based, Diagonal-down, 2D scrolling, Mini-games, Party game, Direct control","Hudson Soft Company, Ltd.","Nintendo Co., Ltd."
20537,Mario & Luigi: Partners in Time,2005-11-28,7.99,https://www.mobygames.com/game/20537/mario-luigi-partners-in-time/,"Nintendo DS, Wii U","Action, Isometric, Puzzle elements, Role-playing (RPG), Regional differences","AlphaDream Corporation, Ltd.","Nintendo Co., Ltd."
8085,Uniracers,1994-06-01,7.68,https://www.mobygames.com/game/8085/uniracers/,SNES,"Racing / Driving, Side view, 2D scrolling",DMA Design Limited,"Nintendo of America Inc., Nintendo Co., Ltd."
20448,Animal Crossing: Wild World,2005-11-23,8.33,https://www.mobygames.com/game/20448/animal-crossing-wild-world/,"Nintendo DS, Wii U","Simulation, Meditative / Zen, Persistent, Diagonal-down, Life / social simulation, Point and select, Direct control, Regional differences",Nintendo EAD,"Nintendo Co., Ltd."
26428,Picross DS,2007-01-25,8.07,https://www.mobygames.com/game/26428/picross-ds/,Nintendo DS,"Top-down, Puzzle, 2D scrolling, Point and select",Jupiter Corp.,"Nintendo of Europe GmbH, Nintendo Co., Ltd., Nintendo of America Inc."
5091,Mega Man 4,1991-12-06,7.6,https://www.mobygames.com/game/5091/mega-man-4/,"PlayStation, NES, PSP, DoJa, PlayStation 3, Wii, iPhone, Android, iPad, Nintendo 3DS, PS Vita, Wii U","Action, Sci-fi / futuristic, Side view, Platform, Shooter, Anime / Manga, 2D scrolling","Capcom Co., Ltd.","Nintendo Co., Ltd., Capcom Co., Ltd."
17343,Sin and Punishment,2000-11-21,7.95,https://www.mobygames.com/game/17343/sin-and-punishment/,"Nintendo 64, Wii, Wii U, Nintendo Switch","Action, Sci-fi / futuristic, Behind view, Rail shooter","Treasure Co., Ltd.","Nintendo of Europe GmbH, iQue, Ltd., Nintendo of America Inc., Nintendo Co., Ltd."
13261,Pokémon Colosseum,2003-11-21,7.34,https://www.mobygames.com/game/13261/pokemon-colosseum/,GameCube,"Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Genius Sonority, Inc.","Nintendo of America Inc., Pokémon Company, The, Nintendo of Europe GmbH"
5495,Wave Race: Blue Storm,2001-09-14,7.89,https://www.mobygames.com/game/5495/wave-race-blue-storm/,GameCube,"Racing / Driving, 1st-person, Sailing / boating, Tricks / stunts, 3rd-person (Other)",Nintendo Software Technology Corporation,"Nintendo Co., Ltd., Nintendo of Europe GmbH, Nintendo of America Inc."
7109,Mega Man: Dr. Wily's Revenge,1991-07-26,7.44,https://www.mobygames.com/game/7109/mega-man-dr-wilys-revenge/,"Game Boy, Nintendo 3DS","Action, Sci-fi / futuristic, Arcade, Side view, Platform, 2D scrolling","Minakuchi Engineering Co., Ltd.","Capcom Co., Ltd., Nintendo Co., Ltd."
41743,Wii Sports Resort,2009-06-25,8.0,https://www.mobygames.com/game/41743/wii-sports-resort/,Wii,"Action, Sports, Arcade, Flight / aviation, Basketball, Golf, Olympiad / mixed sports, Sailing / boating, Bowling, Ping pong / table tennis, Bike / bicycling, Wakeboarding, 3rd-person (Other), Motion control",Nintendo EAD,"Nintendo Co., Ltd."
138,Pac-Man,1980-05-22,7.13,https://www.mobygames.com/game/138/pac-man/,"Windows, PC Booter, Game Boy, Game Boy Advance, NES, Game Gear, Commodore 64, Atari 2600, Intellivision, Apple II, Atari 5200, Atari 8-bit, ZX Spectrum, VIC-20, TI-99/4A, Neo Geo Pocket Color, MSX, Palm OS, Xbox 360, Wii, iPhone, BlackBerry, Android, PC-88, PC-98, Windows Phone, Nintendo 3DS, Sharp X1, FM-7, Wii U, PlayStation 4, Xbox One, Arcade, PC-6001, Sharp MZ-80K/700/800/1500, Sharp MZ-80B/2000/2500, PC-8000, Sharp Zaurus, Nintendo Switch, Antstream","Action, Arcade, Fantasy, Diagonal-down, Fixed / flip-screen, Direct control","Namco Networks America Inc., Namco Limited, Namco Bandai Games Inc.","Midway Mfg. Co., Polyvox, Dempa Shimbunsha, Namco Bandai Games Inc., Micomsoft, SEGA of America, Inc., Nintendo Australia Pty., Ltd., Commodore Business Machines (UK) Ltd., ME-TA Elektronik Endüstri ve Ticaret A.Ş., Atari, Inc., MediaKite Distribution Inc., SNK Corporation of America, Namco Mobile, Atarisoft, BANDAI NAMCO Entertainment Inc., Namco Europe Limited, Commodore Japan Limited, Namco Hometek Inc., WiZ, Datasoft, Inc., Namco Networks America Inc., HAMSTER Corporation, Microbyte, SNK Corporation, Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namcot, Thunder Mountain, Bug-Byte Software Ltd., Tengen Inc., Nintendo Co., Ltd., U.S. Gold Ltd., Gradiente Industrial S.A., BANDAI NAMCO Entertainment America Inc., Nintendo of Europe GmbH, Philips Export B.V., Namco Limited, Nintendo UK Entertainment Limited, Nintendo of America Inc., Sharp Corporation"
4599,Donkey Kong 64,1999-11-22,8.01,https://www.mobygames.com/game/4599/donkey-kong-64/,"Nintendo 64, Wii U","Action, Platform, Puzzle elements, Fantasy, Behind view",Rare Limited,"Nintendo Co., Ltd."
12246,"WarioWare, Inc.: Mega Party Game$!",2003-10-17,7.39,https://www.mobygames.com/game/12246/warioware-inc-mega-party-game/,GameCube,"Action, 1st-person, Motorcycle, Board game, Baseball, Basketball, Golf, Boxing, Skateboarding, Bowling, Snowboarding / skiing, Tricks / stunts, Mini-games","Nintendo R&D1, Intelligent Systems Co., Ltd.","Nintendo Co., Ltd."
276,Star Wars: Episode I - Racer,1999-05-18,7.63,https://www.mobygames.com/game/276/star-wars-episode-i-racer/,"Windows, Dreamcast, Nintendo 64, Macintosh, PlayStation 4, Xbox One, Nintendo Switch","Racing / Driving, Sci-fi / futuristic, Licensed, Behind view, Vehicle simulator, Hovercraft, Track racing",LucasArts Entertainment Company LLC,"Aspyr Media, Inc., Disney Interactive Studios, Inc., LucasArts Entertainment Company LLC, Lucasfilm Ltd., THQ Nordic Japan KK"
5337,Mario Party 3,2000-12-07,7.37,https://www.mobygames.com/game/5337/mario-party-3/,Nintendo 64,"Action, Strategy / tactics, Top-down, Board game, Fantasy, Turn-based, Diagonal-down, 2D scrolling, Mini-games, Party game, Direct control","Hudson Soft Company, Ltd.","Nintendo Co., Ltd."
11134,Mario Party 5,2003-11-11,6.88,https://www.mobygames.com/game/11134/mario-party-5/,GameCube,"Action, Strategy / tactics, Top-down, Board game, Fantasy, Turn-based, Diagonal-down, 2D scrolling, Mini-games, Party game, Direct control","Hudson Soft Company, Ltd.","Nintendo Co., Ltd."
14757,Pokémon LeafGreen Version,2004-01-29,7.73,https://www.mobygames.com/game/14757/pokemon-leafgreen-version/,Game Boy Advance,"Role-playing (RPG), Anime / Manga, Fantasy, Turn-based, Diagonal-down, Japanese-style RPG (JRPG)","Game Freak, Inc., Creatures, Inc.","Nintendo of America Inc., Pokémon Company, The, Nintendo of Europe GmbH"
15033,Donkey Konga,2003-12-12,7.41,https://www.mobygames.com/game/15033/donkey-konga/,GameCube,"Simulation, Side view, Music / rhythm, 2D scrolling, Mini-games, Regional differences",Namco Limited,"Nintendo Co., Ltd."
6116,Dr. Mario,1990-07-27,7.43,https://www.mobygames.com/game/6116/dr-mario/,"Game Boy, Game Boy Advance, SNES, NES, Nintendo 3DS, Wii U, Arcade, Nintendo Switch","Action, Side view, Puzzle, Fixed / flip-screen, Falling block puzzle, Tile matching puzzle, Direct control","Nintendo Co., Ltd., Nintendo R&D1","Nintendo Co., Ltd."
4401,Donkey Kong Land,1995-06,7.65,https://www.mobygames.com/game/4401/donkey-kong-land/,"Game Boy, Nintendo 3DS","Action, Side view, Platform, Puzzle elements, 2D scrolling",Rare Limited,"Nintendo Co., Ltd."
5201,Mega Man 6,1993-11-05,7.4,https://www.mobygames.com/game/5201/mega-man-6/,"PlayStation, NES, PSP, DoJa, PlayStation 3, iPhone, Android, iPad, Nintendo 3DS, PS Vita, Wii U","Action, Sci-fi / futuristic, Side view, Platform, Shooter, Anime / Manga, 2D scrolling","Capcom Co., Ltd.","Nintendo Co., Ltd., Capcom Co., Ltd."
